DISTRICT NAME,SUB-DISTRICT NAME
Purbi Singhbhum,Ghatshila
Purbi Singhbhum,Potka
Purbi Singhbhum,Musabani
Purbi Singhbhum,Dumaria
Purbi Singhbhum,Dhalbhumgarh
Purbi Singhbhum,Gurbandha
Purbi Singhbhum,Chakulia
Purbi Singhbhum,Baharagora
Palamu,Hussainabad
Palamu,Haidernagar
Palamu,Mohammad Ganj
Palamu,Hariharganj
Palamu,Pipra
Palamu,Chhatarpur
Palamu,Nawadiha Bazar/Nawadiha
Palamu,Pandu
Palamu,Untari Road
Palamu,Bishrampur
Palamu,Nawa Bazar
Palamu,Patan
Palamu,Padwa
Palamu,Manatu
Palamu,Tarhasi
Palamu,Panki
Palamu,Satbarwa
Palamu,Nilambar-Pitambarpur(Lesliganj)
Palamu,Medininagar(Daltonganj)
Palamu,Chainpur
Latehar,Manika
Latehar,Barwadih
Latehar,Mahuadanr
Latehar,Garu
Latehar,Latehar
Latehar,Balumath
Latehar,Bariyatu
Latehar,Herhanj
Latehar,Chandwa
Hazaribagh,Chauparan
Hazaribagh,Barhi
Hazaribagh,Padma
Hazaribagh,Ichak
Hazaribagh,Tati Jhariya
Hazaribagh,Daru
Hazaribagh,Barkatha
Hazaribagh,Chalkusa
Hazaribagh,Bishungarh
Hazaribagh,Hazaribag
Hazaribagh,Katkamsandi
Hazaribagh,Katamdag
Hazaribagh,Keredari
Hazaribagh,Barkagaon
Hazaribagh,Churchu
Hazaribagh,Dadi
Ramgarh,Patratu
Ramgarh,Mandu
Ramgarh,Ramgarh
Ramgarh,Dulmi
Ramgarh,Chitarpur
Ramgarh,Gola
Dumka,Saraiyahat
Dumka,Jarmundi
Dumka,Ramgarh
Dumka,Gopikandar
Dumka,Kathikund
Dumka,Shikaripara
Dumka,Ranishwar
Dumka,Dumka
Dumka,Jama
Dumka,Masalia
Jamtara,Narayanpur
Jamtara,Karma Tanr Vidyasagar
Jamtara,Jamtara
Jamtara,Nala
Jamtara,Fatehpur
Jamtara,Kundhit
Ranchi,Burmu
Ranchi,Khelari
Ranchi,Kanke
Ranchi,Ormanjhi
Ranchi,Angara
Ranchi,Rahe
Ranchi,Silli
Ranchi,Sonahatu
Ranchi,Namkum
Ranchi,Ratu
Ranchi,Nagri
Ranchi,Mandar
Ranchi,Chanho
Ranchi,Bero
Ranchi,Itki
Ranchi,Lapung
Ranchi,Bundu
Ranchi,Tamar I
Khunti,Karra
Khunti,Torpa
Khunti,Rania
Khunti,Murhu
Khunti,Khunti
Khunti,Erki (Tamar Ii)
Gumla,Bishunpur
Gumla,Ghaghra
Gumla,Sisai
Gumla,Verno
Gumla,Kamdara
Gumla,Basia
Gumla,Gumla
Gumla,Chainpur
Gumla,Dumri
Gumla,Albert Ekka(Jari)
Gumla,Raidih
Gumla,Palkot
Simdega,Simdega
Simdega,Pakar Tanr
Simdega,Kurdeg
Simdega,Kersai
Simdega,Bolba
Simdega,Thethaitangar
Simdega,Kolebira
Simdega,Jaldega
Simdega,Bansjor
Simdega,Bano
Pashchimi Singhbhum,Sonua
Pashchimi Singhbhum,Gudri
Pashchimi Singhbhum,Bandgaon
Pashchimi Singhbhum,Chakradharpur
Pashchimi Singhbhum,Khuntpani
Pashchimi Singhbhum,Goilkera
Pashchimi Singhbhum,Anandpur
Pashchimi Singhbhum,Manoharpur
Pashchimi Singhbhum,Noamundi
Pashchimi Singhbhum,Tonto
Pashchimi Singhbhum,Hat Gamharia
Pashchimi Singhbhum,Chaibasa
Pashchimi Singhbhum,Tantnagar
Pashchimi Singhbhum,Manjhari
Pashchimi Singhbhum,Jhinkpani
Pashchimi Singhbhum,Jagannathpur
Pashchimi Singhbhum,Kumardungi
Pashchimi Singhbhum,Majhgaon
Saraikela-Kharsawan,Kuchai
Saraikela-Kharsawan,Kharsawan
Saraikela-Kharsawan,Chandil
Saraikela-Kharsawan,Ichagarh
Saraikela-Kharsawan,Kukru
Saraikela-Kharsawan,Nimdih
Saraikela-Kharsawan,Adityapur(Gamharia)
Saraikela-Kharsawan,Saraikela
Saraikela-Kharsawan,Gobindpur(Rajnagar)
Bargarh,Paikamal
Bargarh,Jharbandha
Bargarh,Padmapur
Bargarh,Burden
Bargarh,Gaisilet
Bargarh,Melchhamunda
Bargarh,Sohela
Bargarh,Bijepur
Bargarh,Barapali
Bargarh,Bheden
Bargarh,Bargarh
Bargarh,Bargarh Sadar
Bargarh,Bhatli
Bargarh,Ambabhona
Bargarh,Attabira
Jharsuguda,Rengali
Jharsuguda,Lakhanpur
Jharsuguda,Belpahar
Jharsuguda,Banaharapali
Jharsuguda,Orient
Jharsuguda,Brajarajnagar
Jharsuguda,Jharsuguda
Jharsuguda,Badmal
Jharsuguda,Laikera
Jharsuguda,Kolabira
Sambalpur,Govindpur
Sambalpur,Mahulpalli
Sambalpur,Kochinda
Sambalpur,Katarbaga
Sambalpur,Thelkoloi
Sambalpur,Rengali
Sambalpur,Sasan
Sambalpur,Hirakud
Sambalpur,Burla
Sambalpur,Dhanupali
Sambalpur,Ainthapali
Sambalpur,Sadar
Sambalpur,Jamankira
Sambalpur,Kisinda
Sambalpur,Jujomura
Sambalpur,Dhama
Sambalpur,Charamal
Sambalpur,Rairakhol
Sambalpur,Naktideul
Sambalpur,Sambalpur (M)
Debagarh,Debagarh
Debagarh,Barkot
Debagarh,Kundheigola
Debagarh,Reamal
Sundargarh,Hemgir
Sundargarh,Lephripara
Sundargarh,Bhasma
Sundargarh,Dharuadihi
Sundargarh,Sundargarh Town
Sundargarh,Sundargarh
Sundargarh,Kinjirkela
Sundargarh,Talasara
Sundargarh,Baragaon
Sundargarh,Kutra
Sundargarh,Rajagangapur
Sundargarh,Raiboga
Sundargarh,Biramitrapur
Sundargarh,Hatibari
Sundargarh,Bisra
Sundargarh,Bondamunda
Sundargarh,Brahmani Tarang
Sundargarh,Raghunathapali
Sundargarh,Tangarapali
Sundargarh,Lathikata
Sundargarh,Chandiposh
Sundargarh,Kamarposh Balang
Sundargarh,Koida
Sundargarh,Lahunipara
Sundargarh,Gurundia
Sundargarh,Tikaetpali
Sundargarh,Banei
Sundargarh,Mahulapada
Sundargarh,Raurkela (M)
Sundargarh,Raurkela (Its)
Kendujhar,Barbil
Kendujhar,Bolani
Kendujhar,Rugudi
Kendujhar,Joda
Kendujhar,Bamebari
Kendujhar,Champua
Kendujhar,Jhumpura
Kendujhar,Baria
Kendujhar,Turumunga
Kendujhar,Patana
Kendujhar,Kendujhar Sadar
Kendujhar,Kendujhar Town
Kendujhar,Nayakote
Kendujhar,Kanjipani
Kendujhar,Telkoi
Kendujhar,Pandapara
Kendujhar,Ghatgaon
Kendujhar,Harichandanpur
Kendujhar,Daitari
Kendujhar,Ghasipura
Kendujhar,Anandapur
Kendujhar,Soso
Kendujhar,Nandipada
Kendujhar,Sainkul
Mayurbhanj,Tiring
Mayurbhanj,Bahalda
Mayurbhanj,Jamda
Mayurbhanj,Rairangpur Town
Mayurbhanj,Gorumahisani
Mayurbhanj,Jharpokharia
Mayurbhanj,Bisoi
Mayurbhanj,Rairangpur
Mayurbhanj,Badampahar
Mayurbhanj,Jashipur
Mayurbhanj,Raruan
Mayurbhanj,Ghagarbeda
Mayurbhanj,Karanjia
Mayurbhanj,Thakurmunda
Mayurbhanj,Baripada Sadar
Mayurbhanj,Baripada Town
Mayurbhanj,Koliana
Mayurbhanj,Bangiriposi
Mayurbhanj,Chandua
Mayurbhanj,Suliapada
Mayurbhanj,Muruda
Mayurbhanj,Rasagobindapur
Mayurbhanj,Baisinga
Mayurbhanj,Betanati
Mayurbhanj,Barsahi
Mayurbhanj,Khunta
Mayurbhanj,Udala
Mayurbhanj,Kaptipada
Mayurbhanj,Sharata
Mayurbhanj,Mahuldiha
Mayurbhanj,Baripada (M)
Baleshwar,Raibania
Baleshwar,Jaleswar
Baleshwar,Bhograi
Baleshwar,Kamarda
Baleshwar,Baliapal
Baleshwar,Singla
Baleshwar,Basta
Baleshwar,Rupsa
Baleshwar,Baleshwar Sadar
Baleshwar,Sahadevkhunta
Baleshwar,Chandipur
Baleshwar,Balaramgadi Marine
Baleshwar,Bampada
Baleshwar,Remuna
Baleshwar,Nilagiri
Baleshwar,Berhampur
Baleshwar,Oupada
Baleshwar,Khaira
Baleshwar,Soro
Baleshwar,Similia
Baleshwar,Baleshwar (M)
Bhadrak,Agarpada
Bhadrak,Bant
Bhadrak,Bhandari Pokhari
Bhadrak,Dhamanagar
Bhadrak,Bhadrak Rural
Bhadrak,Basudebpur
Bhadrak,Naikanidihi
Bhadrak,Tihidi
Bhadrak,Dhusuri
Bhadrak,Chandabali
Bhadrak,Bansada
Bhadrak,Dhamara Marine
Kendrapara,Rajkanika
Kendrapara,Rajnagar
Kendrapara,Jamboo Marine
Kendrapara,Aali
Kendrapara,Pattamundai
Kendrapara,Kendrapara Sadar
Kendrapara,Nikirai
Kendrapara,Derabish
Kendrapara,Patkura
Kendrapara,Marsaghai
Kendrapara,Mahakalapada
Jagatsinghapur,Paradip
Jagatsinghapur,Paradeep Lock
Jagatsinghapur,Kujang
Jagatsinghapur,Abhyachandpur
Jagatsinghapur,Ersama
Jagatsinghapur,Tirtol
Jagatsinghapur,Jagatsinghapur
Jagatsinghapur,Biridi
Jagatsinghapur,Naugaon
Jagatsinghapur,Balikuda
Cuttack,Narasinghpur
Cuttack,Kanpur
Cuttack,Badamba
Cuttack,Baidyeswar
Cuttack,Banki
Cuttack,Tigiria
Cuttack,Athagad
Cuttack,Barang
Cuttack,Gurudijhatia
Cuttack,Khuntuni
Cuttack,Choudwar
Cuttack,Tangi
Cuttack,Mahanga
Cuttack,Salepur
Cuttack,Nischintakoili
Cuttack,Nemalo
Cuttack,Kishannagar
Cuttack,Jagatpur
Cuttack,Cuttack Sadar
Cuttack,Kandarpur
Cuttack,C.R.R.I.
Cuttack,Gobindpur
Cuttack,Olatapur
Cuttack,Niali
Jajapur,Sukinda
Jajapur,Tomka
Jajapur,Kaliapani
Jajapur,Kalinganagar
Jajapur,Jakhapura
Jajapur,Jajapur Road
Jajapur,Korai
Jajapur,Panikoili
Jajapur,Jajapur
Jajapur,Jajpur Sadar
Jajapur,Dharmasala
Jajapur,Jenapur
Jajapur,Kuakhia
Jajapur,Badachana
Jajapur,Balichandrapur
Jajapur,Binjharpur
Jajapur,Bari - Ramachandrapur
Jajapur,Mangalpur
Dhenkanal,Parajang
Dhenkanal,Kamakshyanagar
Dhenkanal,Kankadahad
Dhenkanal,Bhuban
Dhenkanal,Gandia
Dhenkanal,Nihalprasad
Dhenkanal,Tumusingha
Dhenkanal,Motunga
Dhenkanal,Bhusan Steel Limited
Dhenkanal,Balimi
Dhenkanal,Hindol
Dhenkanal,Rasol
Dhenkanal,Dhenkanal Sadar
Anugul,Palalahada
Anugul,Khamar
Anugul,Rengali Damsite
Anugul,Kaniha
Anugul,N.T.P.C.
Anugul,Samal Barrage
Anugul,Talcher Sadar
Anugul,Colliery
Anugul,Bikrampur
Anugul,Nalco
Anugul,Banarpal
Anugul,Bhusan Steel Limited
Anugul,Anugul
Anugul,Jarapada
Anugul,Industrial
Anugul,Chhendipada
Anugul,Handapa
Anugul,Kishorenagar
Anugul,Athmallik
Anugul,Kiakata
Anugul,Thakurgarh
Anugul,Purunakot
Anugul,Bantala
Nayagarh,Gania
Nayagarh,Dasapalla
Nayagarh,Banigochha
Nayagarh,Nuagaon
Nayagarh,Khandapada
Nayagarh,Fategarh
Nayagarh,Nayagarh
Nayagarh,Itamati
Nayagarh,Nayagarh Sadar
Nayagarh,Odagaon
Nayagarh,Sarankul
Nayagarh,Ranapur
Khordha,Bolagad
Khordha,Begunia
Khordha,Khordha
Khordha,Khordha Sadar
Khordha,Chandaka
Khordha,Nandankanan
Khordha,Mancheswar
Khordha,Balianta
Khordha,Balipatna
Khordha,Lingaraj
Khordha,Airfield (Kapila Prasad)
Khordha,Uttara
Khordha,Khandagiri
Khordha,Tamando
Khordha,Jatani
Khordha,Jankia
Khordha,Nirakarpur
Khordha,Tangi
Khordha,Balugaon
Khordha,Banapur
Khordha,Bhubaneswar (M Corp.)
Puri,Delanga
Puri,Pipili
Puri,Nimapada
Puri,Kakatpur
Puri,Astaranga
Puri,Konark
Puri,Gop
Puri,Ramachandi
Puri,Satyabadi
Puri,Chandanpur
Puri,Sadar
Puri,Brahmagiri
Puri,Gadisagada
Puri,Krushna Prasad
Ganjam,Tarasingi
Ganjam,Buguda
Ganjam,Jagannath Prasad
Ganjam,Bhanjanagar
Ganjam,Gangapur
Ganjam,Surada
Ganjam,Badagada
Ganjam,Asika
Ganjam,Dharakote
Ganjam,Kabisuryanagar
Ganjam,Polasara
Ganjam,Kodala
Ganjam,Khalikote
Ganjam,Rambha
Ganjam,Chhatrapur
Ganjam,Ganjam
Ganjam,Chamakhandi
Ganjam,Arjyapalli Marine
Ganjam,Purusottampur
Ganjam,Hinjili
Ganjam,Patapur
Ganjam,Seragad
Ganjam,Brahmapur Sadar
Ganjam,Gopalpur
Ganjam,Golanthara
Ganjam,Digapahandi
Ganjam,Nuagaon
Ganjam,Jarada
Ganjam,Ramagiri
Gajapati,Adva
Gajapati,Mohana
Gajapati,R.Udaygiri
Gajapati,Serango
Gajapati,Kashinagara
Gajapati,Parlakhemundi
Gajapati,Gurandi
Gajapati,Rayagada
Gajapati,Garabandha
Gajapati,Ramagiri
Kandhamal,Gochhapada
Kandhamal,Phulabani
Kandhamal,Phulabani Town
Kandhamal,Khajuripada
Kandhamal,G.Udayagiri
Kandhamal,Tikabali
Kandhamal,Chakapada
Kandhamal,Sarangagarh
Kandhamal,Phiringia
Kandhamal,Baliguda
Kandhamal,Nuagaon
Kandhamal,Tumudibandha
Kandhamal,Belaghar
Kandhamal,Kotagarh
Kandhamal,Brahmanigaon
Kandhamal,Daringbadi
Kandhamal,Raikia
Baudh,Kantamal
Baudh,Manamunda
Baudh,Baunsuni
Baudh,Baudh Sadar
Baudh,Puruna Katak
Baudh,Harbhanga
Subarnapur,Dunguripali
Subarnapur,Rampur
Subarnapur,Binika
Subarnapur,Ulunda
Subarnapur,Biramaharajpur
Subarnapur,Subalaya
Subarnapur,Sonapur
Subarnapur,Tarbha
Balangir,Loisinga
Balangir,Balangir
Balangir,Tushura
Balangir,Patnagarh
Balangir,Khaprakhol
Balangir,Turekela
Balangir,Belpara
Balangir,Saintala
Balangir,Kantabanji
Balangir,Bangomunda
Balangir,Sindhekela
Balangir,Titlagarh
Nuapada,Jonk
Nuapada,Nuapada
Nuapada,Komna
Nuapada,Khariar
Nuapada,Boden
Nuapada,Sinapali
Kalahandi,Kesinga
Kalahandi,Madanpur Rampur
Kalahandi,Narala
Kalahandi,Lanjigarh
Kalahandi,Biswanathpur
Kalahandi,Sadar
Kalahandi,Kegaon
Kalahandi,Junagarh
Kalahandi,Golamunda
Kalahandi,Dharamgarh
Kalahandi,Kokasara
Kalahandi,Jayapatna
Kalahandi,Thuamul Rampur
Rayagada,Ambadala
Rayagada,Muniguda
Rayagada,Chandrapur
Rayagada,Bishamakatak
Rayagada,Kalyanasingpur
Rayagada,Kashipur
Rayagada,Andirakanch
Rayagada,Tikiri
Rayagada,Doraguda
Rayagada,Rayagada
Rayagada,Seskhal
Rayagada,Gunupur
Rayagada,Gudari
Rayagada,Padmapur
Rayagada,Puttasing
Nabarangapur,Raighar
Nabarangapur,Kundei
Nabarangapur,Umarkote
Nabarangapur,Chandahandi
Nabarangapur,Jharigan
Nabarangapur,Dabugan
Nabarangapur,Paparahandi
Nabarangapur,Kodinga
Nabarangapur,Kosagumuda
Nabarangapur,Nabarangapur
Nabarangapur,Tentulikhunti
Nabarangapur,Khatiguda
Koraput,Kotpad
Koraput,Boriguma
Koraput,Bhairabsingipur
Koraput,Dasamantapur
Koraput,Lakshmipur
Koraput,Narayanpatana
Koraput,Bandhugaon
Koraput,Kakiriguma
Koraput,Koraput
Koraput,Koraput Town
Koraput,Jeypore
Koraput,Kundura
Koraput,Boipariguda
Koraput,Machh Kund
Koraput,Padua
Koraput,Nandapur
Koraput,Similiguda
Koraput,Sunabeda
Koraput,Damonjodi
Koraput,Pottangi
Koraput,Kotiya
Malkangiri,Malkangiri
Malkangiri,Mathili
Malkangiri,Mudulipada
Malkangiri,Chitrakonda
Malkangiri,Paparmetla
Malkangiri,Jodamba
Malkangiri,Orkel
Malkangiri,Kalimela
Malkangiri,Podia
Malkangiri,M.V. 79
Malkangiri,Motu
Koriya,Bharatpur
Koriya,Baikunthpur
Koriya,Sonhat
Koriya,Manendragarh
Koriya,Khadganva
Surguja,Ramanujganj
Surguja,Balrampur
Surguja,Wadrafnagar
Surguja,Pratappur
Surguja,Samri(Kusmi)
Surguja,Shankargarh
Surguja,Surajpur
Surguja,Oudgi
Surguja,Bhaiyathan
Surguja,Ramanujnagar
Surguja,Premnagar
Surguja,Ambikapur
Surguja,Lakhanpur
Surguja,Udaypur
Surguja,Rajpur
Surguja,Lundra
Surguja,Sitapur
Surguja,Batouli
Surguja,Mainpat
Jashpur,Bagicha
Jashpur,Kansabel
Jashpur,Jashpur
Jashpur,Manora
Jashpur,Kunkuri
Jashpur,Duldula
Jashpur,Farsabahar
Jashpur,Pathalgaon
Raigarh,Udaipur (Dharamjaigarh)
Raigarh,Lailunga
Raigarh,Gharghoda
Raigarh,Tamnar
Raigarh,Raigarh
Raigarh,Pusour
Raigarh,Kharsia
Raigarh,Sarangarh
Raigarh,Baramkela
Korba,Katghora
Korba,Poundi-Uproda
Korba,Pali
Korba,Korba
Korba,Kartala
Janjgir - Champa,Janjgir
Janjgir - Champa,Akaltara
Janjgir - Champa,Baloda
Janjgir - Champa,Nawagarh
Janjgir - Champa,Champa
Janjgir - Champa,Sakti
Janjgir - Champa,Pamgarh
Janjgir - Champa,Dabhra
Janjgir - Champa,Malkharoda
Janjgir - Champa,Jaijaipur
Bilaspur,Pendra Road Gorella
Bilaspur,Marwahi
Bilaspur,Pendra
Bilaspur,Lormi
Bilaspur,Kota
Bilaspur,Mungeli
Bilaspur,Pathariya
Bilaspur,Takhatpur
Bilaspur,Bilaspur
Bilaspur,Masturi
Bilaspur,Bilha
Kabeerdham,Kawardha
Kabeerdham,Bodla
Kabeerdham,Sahaspur Lohara
Kabeerdham,Pandariya
Rajnandgaon,Chhuikhadan
Rajnandgaon,Khairagarh
Rajnandgaon,Dongargarh
Rajnandgaon,Rajnandgaon
Rajnandgaon,Chhuriya
Rajnandgaon,Dongargaon
Rajnandgaon,Mohla
Rajnandgaon,Manpur
Rajnandgaon,Ambagarh
Durg,Nawagarh
Durg,Bemetara
Durg,Saja
Durg,Thanakhamria
Durg,Berla
Durg,Dhamdha
Durg,Durg
Durg,Patan
Durg,Gunderdehi
Durg,Dondi Luhara
Durg,Balod
Durg,Dondi
Durg,Gurur
Raipur,Simga
Raipur,Bhatapara
Raipur,Baloda Bazar
Raipur,Palari
Raipur,Kasdol
Raipur,Bilaigarh
Raipur,Arang
Raipur,Abhanpur
Raipur,Raipur
Raipur,Rajim
Raipur,Tilda
Raipur,Bindranavagarh(Gariyaband)
Raipur,Chhura
Raipur,Mainpur
Raipur,Deobhog
Mahasamund,Basna
Mahasamund,Saraipali
Mahasamund,Mahasamund
Mahasamund,Pithora
Mahasamund,Bagbahra
Dhamtari,Kurud
Dhamtari,Magarlod
Dhamtari,Dhamtari
Dhamtari,Nagri
Uttar Bastar Kanker,Charama
Uttar Bastar Kanker,Bhanupratappur
Uttar Bastar Kanker,Durgkondal
Uttar Bastar Kanker,Kanker
Uttar Bastar Kanker,Narharpur
Uttar Bastar Kanker,Antagarh
Uttar Bastar Kanker,Pakhanjur
Bastar,Keskal
Bastar,Bade Rajpur
Bastar,Kondagaon
Bastar,Makdi
Bastar,Farasgaon
Bastar,Jagdalpur
Bastar,Lohandiguda
Bastar,Bastanar
Bastar,Bastar
Bastar,Bakavand
Bastar,Tokapal
Bastar,Darbha
Narayanpur,Narayanpur
Narayanpur,Orchha
Dakshin Bastar Dantewada,Dantewada
Dakshin Bastar Dantewada,Gidam
Dakshin Bastar Dantewada,Katekalyan
Dakshin Bastar Dantewada,Kuakonda
Dakshin Bastar Dantewada,Konta
Dakshin Bastar Dantewada,Chhindgarh
Dakshin Bastar Dantewada,Sukma
Bijapur,Bhopalpattnam
Bijapur,Usur
Bijapur,Bijapur
Bijapur,Bhairamgarh
Kachchh,Lakhpat
Kachchh,Rapar
Kachchh,Bhachau
Kachchh,Anjar
Kachchh,Bhuj
Kachchh,Nakhatrana
Kachchh,Abdasa
Kachchh,Mandvi
Kachchh,Mundra
Kachchh,Gandhidham
Banas Kantha,Vav
Banas Kantha,Tharad
Banas Kantha,Dhanera
Banas Kantha,Dantiwada
Banas Kantha,Amirgadh
Banas Kantha,Danta
Banas Kantha,Vadgam
Banas Kantha,Palanpur
Banas Kantha,Deesa
Banas Kantha,Deodar
Banas Kantha,Bhabhar
Banas Kantha,Kankrej
Patan,Santalpur
Patan,Radhanpur
Patan,Sidhpur
Patan,Patan
Patan,Harij
Patan,Sami
Patan,Chanasma
Mahesana,Satlasana
Mahesana,Kheralu
Mahesana,Unjha
Mahesana,Visnagar
Mahesana,Vadnagar
Mahesana,Vijapur
Mahesana,Mahesana
Mahesana,Becharaji
Mahesana,Kadi
Sabar Kantha,Khedbrahma
Sabar Kantha,Vijaynagar
Sabar Kantha,Vadali
Sabar Kantha,Idar
Sabar Kantha,Bhiloda
Sabar Kantha,Meghraj
Sabar Kantha,Himatnagar
Sabar Kantha,Prantij
Sabar Kantha,Talod
Sabar Kantha,Modasa
Sabar Kantha,Dhansura
Sabar Kantha,Malpur
Sabar Kantha,Bayad
Gandhinagar,Kalol
Gandhinagar,Mansa
Gandhinagar,Gandhinagar
Gandhinagar,Dehgam
Ahmadabad,Mandal
Ahmadabad,Detroj-Rampura
Ahmadabad,Viramgam
Ahmadabad,Sanand
Ahmadabad,Daskroi
Ahmadabad,Dholka
Ahmadabad,Bavla
Ahmadabad,Ranpur
Ahmadabad,Barwala
Ahmadabad,Dhandhuka
Surendranagar,Halvad
Surendranagar,Dhrangadhra
Surendranagar,Dasada
Surendranagar,Lakhtar
Surendranagar,Wadhwan
Surendranagar,Muli
Surendranagar,Chotila
Surendranagar,Sayla
Surendranagar,Chuda
Surendranagar,Limbdi
Rajkot,Maliya
Rajkot,Morvi
Rajkot,Tankara
Rajkot,Wankaner
Rajkot,Paddhari
Rajkot,Rajkot
Rajkot,Lodhika
Rajkot,Kotda Sangani
Rajkot,Jasdan
Rajkot,Gondal
Rajkot,Jamkandorna
Rajkot,Upleta
Rajkot,Dhoraji
Rajkot,Jetpur
Jamnagar,Okhamandal
Jamnagar,Khambhalia
Jamnagar,Jamnagar
Jamnagar,Jodiya
Jamnagar,Dhrol
Jamnagar,Kalavad
Jamnagar,Lalpur
Jamnagar,Kalyanpur
Jamnagar,Bhanvad
Jamnagar,Jamjodhpur
Porbandar,Porbandar
Porbandar,Ranavav
Porbandar,Kutiyana
Junagadh,Manavadar
Junagadh,Vanthali
Junagadh,Junagadh
Junagadh,Bhesan
Junagadh,Visavadar
Junagadh,Mendarda
Junagadh,Keshod
Junagadh,Mangrol
Junagadh,Malia
Junagadh,Talala
Junagadh,Patan-Veraval
Junagadh,Sutrapada
Junagadh,Kodinar
Junagadh,Una
Amreli,Kunkavav Vadia
Amreli,Babra
Amreli,Lathi
Amreli,Lilia
Amreli,Amreli
Amreli,Bagasara
Amreli,Dhari
Amreli,Savar Kundla
Amreli,Khambha
Amreli,Jafrabad
Amreli,Rajula
Bhavnagar,Botad
Bhavnagar,Vallabhipur
Bhavnagar,Gadhada
Bhavnagar,Umrala
Bhavnagar,Bhavnagar
Bhavnagar,Ghogha
Bhavnagar,Sihor
Bhavnagar,Gariadhar
Bhavnagar,Palitana
Bhavnagar,Talaja
Bhavnagar,Mahuva
Anand,Tarapur
Anand,Sojitra
Anand,Umreth
Anand,Anand
Anand,Petlad
Anand,Khambhat
Anand,Borsad
Anand,Anklav
Kheda,Kapadvanj
Kheda,Virpur
Kheda,Balasinor
Kheda,Kathlal
Kheda,Mehmedabad
Kheda,Kheda
Kheda,Matar
Kheda,Nadiad
Kheda,Mahudha
Kheda,Thasra
Panch Mahals,Khanpur
Panch Mahals,Kadana
Panch Mahals,Santrampur
Panch Mahals,Lunawada
Panch Mahals,Shehera
Panch Mahals,Morwa (Hadaf)
Panch Mahals,Godhra
Panch Mahals,Kalol
Panch Mahals,Ghoghamba
Panch Mahals,Halol
Panch Mahals,Jambughoda
Dohad,Fatepura
Dohad,Jhalod
Dohad,Limkheda
Dohad,Dohad
Dohad,Garbada
Dohad,Devgadbaria
Dohad,Dhanpur
Vadodara,Savli
Vadodara,Vadodara
Vadodara,Vaghodia
Vadodara,Jetpur Pavi
Vadodara,Chhota Udaipur
Vadodara,Kavant
Vadodara,Nasvadi
Vadodara,Sankheda
Vadodara,Dabhoi
Vadodara,Padra
Vadodara,Karjan
Vadodara,Sinor
Narmada,Tilakwada
Narmada,Nandod
Narmada,Dediapada
Narmada,Sagbara
Bharuch,Jambusar
Bharuch,Amod
Bharuch,Vagra
Bharuch,Bharuch
Bharuch,Jhagadia
Bharuch,Anklesvar
Bharuch,Hansot
Bharuch,Valia
The Dangs,The Dangs
Navsari,Navsari
Navsari,Jalalpore
Navsari,Gandevi
Navsari,Chikhli
Navsari,Bansda
Valsad,Valsad
Valsad,Dharampur
Valsad,Pardi
Valsad,Kaprada
Valsad,Umbergaon
Surat,Olpad
Surat,Mangrol
Surat,Umarpada
Surat,Mandvi
Surat,Kamrej
Surat,Chorasi
Surat,Palsana
Surat,Bardoli
Surat,Mahuva
Tapi,Nizar
Tapi,Uchchhal
Tapi,Songadh
Tapi,Vyara
Tapi,Valod
Diu,Diu
Daman,Daman
Dadra & Nagar Haveli,Dadra & Nagar Haveli
Nandurbar,Akkalkuwa
Nandurbar,Akrani
Nandurbar,Talode
Nandurbar,Shahade
Nandurbar,Nandurbar
Nandurbar,Nawapur
Dhule,Shirpur
Dhule,Sindkhede
Dhule,Sakri
Dhule,Dhule
Jalgaon,Chopda
Jalgaon,Yawal
Jalgaon,Raver
Jalgaon,Muktainagar
Jalgaon,Bodvad
Jalgaon,Bhusawal
Jalgaon,Jalgaon
Jalgaon,Erandol
Jalgaon,Dharangaon
Jalgaon,Amalner
Jalgaon,Parola
Jalgaon,Bhadgaon
Jalgaon,Chalisgaon
Jalgaon,Pachora
Jalgaon,Jamner
Buldana,Jalgaon (Jamod)
Buldana,Sangrampur
Buldana,Shegaon
Buldana,Nandura
Buldana,Malkapur
Buldana,Motala
Buldana,Khamgaon
Buldana,Mehkar
Buldana,Chikhli
Buldana,Buldana
Buldana,Deolgaon Raja
Buldana,Sindkhed Raja
Buldana,Lonar
Akola,Telhara
Akola,Akot
Akola,Balapur
Akola,Akola
Akola,Murtijapur
Akola,Patur
Akola,Barshitakli
Washim,Malegaon
Washim,Mangrulpir
Washim,Karanja
Washim,Manora
Washim,Washim
Washim,Risod
Amravati,Dharni
Amravati,Chikhaldara
Amravati,Anjangaon Surji
Amravati,Achalpur
Amravati,Chandurbazar
Amravati,Morshi
Amravati,Warud
Amravati,Teosa
Amravati,Amravati
Amravati,Bhatkuli
Amravati,Daryapur
Amravati,Nandgaon-Khandeshwar
Amravati,Chandur Railway
Amravati,Dhamangaon Railway
Wardha,Ashti
Wardha,Karanja
Wardha,Arvi
Wardha,Seloo
Wardha,Wardha
Wardha,Deoli
Wardha,Hinganghat
Wardha,Samudrapur
Nagpur,Narkhed
Nagpur,Katol
Nagpur,Kalameshwar
Nagpur,Savner
Nagpur,Parseoni
Nagpur,Ramtek
Nagpur,Mauda
Nagpur,Kamptee
Nagpur,Nagpur (Rural)
Nagpur,Hingna
Nagpur,Umred
